HOSTNAME,SOURCE_BUNDLE_INTERFACE,SOURCE_IPV4_ADDRESS,SOURCE_IPV6_ADDRESS
SPC00E67CIBE001,Bundle-Ether35,,
SPC00E67CIBE001,Bundle-Ether38,,
SPC00E67CIBE001,Bundle-Ether39,,
PRQG0099CIBE001,Bundle-Ether35,,
CKLN8004CIBE001,Bundle-Ether35,,
CKLN8004CIBE001,Bundle-Ether36,,
CKLN8004CIBE001,Bundle-Ether37,,
SFUN3814CIBE001,,,
SFUN3814CIBE001,,,
SFUN3814CIBE002,,,
SFUN3814CIBE001,,,
SFUN3814CIBE002,,,
SFUN3814CIBE002,,,
SFUN3814CIBE001,Bundle-Ether38,,
BATS0002CIBE001,Bundle-Ether35,,
BATS0002CIBE001,Bundle-Ether36,,
BATS0002CIBE001,PLDT BATANGAS (DCN-1),DCN,PLDT_BATANGAS_(DCN-1)_DCN
BATS0002CIBE001,Bundle-Ether37,,
MKTG3610CIBE002,Bundle-Ether41,,
MKTG3610CIBE002,Bundle-Ether42,,
MKTG3610CIBE002,Bundle-Ether43,,
SPC00E67CIBE002,Bundle-Ether35,,
SPC00E67CIBE002,Bundle-Ether38,,
SPC00E67CIBE002,Bundle-Ether39,,
PRQG0099CIBE002,Bundle-Ether35,,
CKLN8004CIBE002,Bundle-Ether35,,
CKLN8004CIBE002,Bundle-Ether36,,
CKLN8004CIBE002,Bundle-Ether37,,
SFUN3814CIBE002,Bundle-Ether38,,
BATS0002CIBE002,Bundle-Ether35,,
BATS0002CIBE002,Bundle-Ether36,,
BATS0002CIBE002,Bundle-Ether37,,
SPC00E67CIBE001,Bundle-Ether40,,
SPC00E67CIBE001,Bundle-Ether41,,
PRQG0099CIBE001,Bundle-Ether33,,
PRQG0049CIBE001,Bundle-Ether33,,
PRQG0049CIBE001,,,
PRQG0049CIBE001,,,
CKLN8004CIBE001,Bundle-Ether33,,
SFUN3814CIBE001,Bundle-Ether33,,
SFUN3814CIBE001,Bundle-Ether34,,
BATS0002CIBE001,Bundle-Ether33,,
MKTG3610CIBE002,Bundle-Ether44,,
MKTG3610CIBE002,Bundle-Ether45,,
MKTG3610CIBE002,Bundle-Ether46,,
MKTG3610CIBE002,Bundle-Ether47,,
MKTG3610CIBE002,Bundle-Ether48,,
SPC00E67CIBE002,Bundle-Ether40,,
SPC00E67CIBE002,Bundle-Ether41,,
PRQG0099CIBE002,Bundle-Ether33,,
PRQG0049CIBE002,Bundle-Ether33,,
PRQG0049CIBE002,,,
PRQG0049CIBE002,,,
CKLN8004CIBE002,Bundle-Ether33,,
SFUN3814CIBE002,Bundle-Ether33,,
SFUN3814CIBE002,Bundle-Ether34,,
BATS0002CIBE002,Bundle-Ether33,,
SPC00E67CIBE001,Bundle-Ether42,,
PRQG0099CIBE001,Bundle-Ether34,,
CKLN8004CIBE001,Bundle-Ether34,,
SFUN3814CIBE001,Bundle-Ether35,,
BATS0002CIBE001,Bundle-Ether34,,
SPC00E67CIBE001,Bundle-Ether43,,
MKTG3610CIBE002,Bundle-Ether49,,
SPC00E67CIBE002,Bundle-Ether42,,
PRQG0099CIBE002,Bundle-Ether34,,
CKLN8004CIBE002,Bundle-Ether34,,
SFUN3814CIBE002,Bundle-Ether35,,
BATS0002CIBE002,Bundle-Ether34,,
SPC00E67CIBE002,Bundle-Ether43,,
PRQG0099CIBE001,Bundle-Ether36,,
CKLN8004CIBE001,Bundle-Ether38,,
CKLN8004CIBE001,Bundle-Ether39,,
CKLN8004CIBE001,Bundle-Ether40,,
MKTG3610CIBE002,Bundle-Ether51,,
MKTG3610CIBE002,Bundle-Ether52,,
MKTG3610CIBE002,Bundle-Ether53,,
CKLN8004CIBE002,Bundle-Ether38,,
CKLN8004CIBE002,Bundle-Ether39,,
CKLN8004CIBE002,Bundle-Ether40,,
MTP00H22CIBE001,Bundle-Ether11,,
MTP00H22CIBE002,Bundle-Ether11,,
KAWS0016CIBE001,Bundle-Ether12,,
KAWS0016CIBE002,Bundle-Ether12,,
CLAS3548CIBE001,Bundle-Ether10,,
CLAS3548CIBE002,Bundle-Ether11,,
MKTG3610CIBE002,Bundle-Ether33,,
MKTG3610CIBE002,Bundle-Ether34,,
PRQG0049CIBE001,Bundle-Ether36,,
PRQG0049CIBE002,Bundle-Ether36,,
SPC00E67CIBE001,Bundle-Ether44,,
SPC00E67CIBE002,Bundle-Ether44,,
MKTG3610CIBE002,Bundle-Ether54,,
MKTG3610CIBE002,,,
MKTG3610CIBE002,,,
SPC00E67CIBE001,Bundle-Ether45,,
SPC00E67CIBE002,Bundle-Ether45,,
SPC00E67CIBE001,Bundle-Ether46,,
SPC00E67CIBE002,Bundle-Ether46,,
SPC00E67CIBE001,,,
SPC00E67CIBE002,,,
SPC00E67CIBE001,,,
SPC00E67CIBE002,,,
SPC00E67CIBE001,,,
SPC00E67CIBE002,,,
SFPN3827CIBE0001,Bundle-Ether35,,
SFPN3827CIBE0002,Bundle-Ether36,,
MKTG3610CIVV029,,10.205.193.158/30,2405:b800:1::ef/127
MKTG3610CIRR001,,10.205.193.162/30,2405:b800:1::f1/127
MKTG3610CIRR002,,10.205.193.166/30,2405:b800:1::f3/127
MKTG3610CIVV029,,10.205.193.170/30,2405:b800:1::f5/127
MKTG3610CIRR001,,10.205.193.174/30,2405:b800:1::f7/127
MKTG3610CIRR002,,10.205.193.178/30,2405:b800:1::f9/127
CKL3992CIVV029,,10.205.197.94/30,2405:b800:1::2cf/127
CKL3992CIRR001,,10.205.197.98/30,2405:b800:1::2d1/127
MKTG3610CIBE001,,10.205.193.181/30,2405:b800:1::e6/127
MKTG3610CIBE002,,10.205.193.185/30,2405:b800:1::e8/127
MKTG3610CIBE001,,10.205.193.189/30,2405:b800:1::ea/127
MKTG3610CIBE002,,10.205.193.193/30,2405:b800:1::ec/127
CKLN8004CIBE001,,10.205.197.117/30,2405:b800:1::2c6/127
CKLN8004CIBE002,,10.205.197.121/30,2405:b800:1::2c8/127
CKLN8004CIBE001,,10.205.197.125/30,2405:b800:1::2ca/127
CKLN8004CIBE002,,10.205.197.129/30,2405:b800:1::2cc/127
CKL3992CIRR002,,10.205.197.102/30,2405:b800:1::2d3/127
CKL3992CIVV029,,10.205.197.106/30,2405:b800:1::2d5/127
CKL3992CIRR001,,10.205.197.110/30,2405:b800:1::2d7/127
CKL3992CIRR002,,10.205.197.114/30,2405:b800:1::2d9/127
NACS3561CICN001,Bundle-Ether11,10.205.226.225/30,2405:B800:1:2000::170/127
NACS3561CICN001,Bundle-Ether12,10.205.226.229/30,2405:B800:1:2000::172/127
NACS3561CICN002,Bundle-Ether11,10.205.226.233/30,2405:B800:1:2000::174/127
NACS3561CICN002,Bundle-Ether12,10.205.226.237/30,2405:B800:1:2000::176/127
TMSS3565CICN001,Bundle-Ether11,10.205.226.226/30,2405:B800:1:2000::171/127
TMSS3565CICN002,Bundle-Ether11,10.205.226.238/30,2405:B800:1:2000::177/127
TMSS3565CICN001,Bundle-Ether102,10.205.236.229/30,2405:b800:0001:2000:0000:0000:0000:0672/127
TMSS3565CICN002,Bundle-Ether101,10.205.236.233/30,2405:b800:0001:2000:0000:0000:0000:0674/127
IMUS3559CICN001,Bundle-Ether11,10.205.226.230/30,2405:B800:1:2000::173/127
IMUS3559CICN002,Bundle-Ether11,10.205.226.234/30,2405:B800:1:2000::175/127
IMUS3559CICN001,Bundle-Ether102,10.205.226.213/30,2405:B800:1:2000::16A/127
IMUS3559CICN002,Bundle-Ether101,10.205.226.217/30,2405:B800:1:2000::16C/127
KAWS0016CIBE001,Bundle-Ether117,10.205.236.230/30,2405:b800:0001:2000:0000:0000:0000:0673/127
KAWS0016CIBE002,Bundle-Ether116,10.205.236.234/30,2405:b800:0001:2000:0000:0000:0000:0675/127
KAWS0016CIBE002,Bundle-Ether105,10.205.226.214/30,2405:B800:1:2000::16B/127
KAWS0016CIBE001,Bundle-Ether106,10.205.226.218/30,2405:B800:1:2000::16D/127
DAS00S39CICN001,Bundle-Ether101,10.205.236.241/30,2405:b800:0001:2000:0000:0000:0000:0678/127
DAS00S39CICN001,Bundle-Ether11,10.205.236.245/30,2405:b800:0001:2000:0000:0000:0000:067a/127
DAS00S39CICN002,Bundle-Ether11,10.205.236.249/30,2405:b800:0001:2000:0000:0000:0000:067c/127
DAS00S39CICN002,Bundle-Ether102,10.205.236.253/30,2405:b800:0001:2000:0000:0000:0000:067e/127
TGT00610CICN001,Bundle-Ether101,10.205.236.193/30,2405:b800:0001:2000:0000:0000:0000:0660/127
TGT00610CICN002,Bundle-Ether102,10.205.236.205/30,2405:b800:0001:2000:0000:0000:0000:0666/127
TGT00610CICN001,Bundle-Ether11,10.205.236.246/30,2405:b800:0001:2000:0000:0000:0000:067b/127
TGT00610CICN002,Bundle-Ether11,10.205.236.254/30,2405:b800:0001:2000:0000:0000:0000:067f/127
KAWS0016CIBE002,Bundle-Ether113,10.205.236.194/30,2405:b800:0001:2000:0000:0000:0000:0661/127
KAWS0016CIBE001,Bundle-Ether112,10.205.236.206/30,2405:b800:0001:2000:0000:0000:0000:0667/127
KAWS0016CIBE001,Bundle-Ether118,10.205.236.242/30,2405:b800:0001:2000:0000:0000:0000:0679/127
KAWS0016CIBE002,Bundle-Ether119,10.205.236.250/30,2405:b800:0001:2000:0000:0000:0000:067d/127
SIL00609CICN001,Bundle-Ether10,10.205.227.201/30,2405:B800:1:2000::1E4/127
SIL00609CICN002,Bundle-Ether10,10.205.227.202/30,2405:B800:1:2000::1E5/127
SIL00609CICN001,Bundle-Ether11,10.205.234.234/30,2405:b800:1:2000::573/127
SIL00609CICN002,Bundle-Ether11,10.205.234.238/30,2405:b800:1:2000::575/127
SILPXSILCICN001,Bundle-Ether10,10.205.227.221/30,2405:B800:1:2000::1EE/127
SILPXSILCICN002,Bundle-Ether10,10.205.227.222/30,2405:B800:1:2000::1EF/127
SILPXSILCICN001,Bundle-Ether11,10.205.234.233/30,2405:b800:1:2000::572/127
SILPXSILCICN002,Bundle-Ether11,10.205.234.237/30,2405:b800:1:2000::574/127
SILPXSILCICN001,Bundle-Ether12,10.205.234.229/30,2405:b800:1:2000::576/127
SILPXSILCICN002,Bundle-Ether12,10.205.234.241/30,2405:b800:1:2000::578/127
SILPXSILCICN001,Bundle-Ether101,10.205.236.213/30,2405:b800:1:2000::66a/127
SILPXSILCICN002,Bundle-Ether101,10.205.236.217/30,2405:b800:1:2000::66c/127
RSC00615CICN001,Bundle-Ether10,10.205.227.173/30,2405:B800:1:2000::1D6/127
RSC00615CICN002,Bundle-Ether10,10.205.227.174/30,2405:B800:1:2000::1D7/127
IDGPXIDGCICN001,Bundle-Ether11,10.205.234.230/30,2405:b800:1:2000::577/127
IDGPXIDGCICN002,Bundle-Ether11,10.205.234.242/30,2405:b800:1:2000::579/127
IDGPXIDGCICN001,Bundle-Ether101,10.205.234.205/30,2405:b800:1:2000::564/127
IDGPXIDGCICN002,Bundle-Ether101,10.205.234.209/30,2405:b800:1:2000::566/127
IDGPXIDGCICN001,Bundle-Ether10,10.205.228.5/30,2405:B800:1:2000::202/127
IDGPXIDGCICN002,Bundle-Ether10,10.205.228.6/30,2405:B800:1:2000::203/127
IDGPXIDGCICN002,Bundle-Ether11,10.205.234.242/30,2405:b800:1:2000::579/127
KAWS0016CIBE002,Bundle-Ether102,10.205.236.214/30,2405:b800:1:2000::66b/127
KAWS0016CIBE001,Bundle-Ether101,10.205.236.218/30,2405:b800:1:2000::66d/127
BATS0002CIBE001,Bundle-Ether38,10.205.194.97/30,
BATS0002CIBE001,Bundle-Ether39,10.205.194.101/30,
BATS0002CIBE002,Bundle-Ether38,10.205.194.105/30,
BATS0002CIBE002,Bundle-Ether39,10.205.194.109/30,
MCT00580CIBE001,Bundle-Ether31,10.205.194.113/30,
MCT00580CIBE001,Bundle-Ether32,10.205.194.117/30,
MCT00580CIBE002,Bundle-Ether31,10.205.194.121/30,
MCT00580CIBE002,Bundle-Ether32,10.205.194.125/30,
SZM00N18CIBE001,Bundle-Ether31,10.205.194.129/30,
SZM00N18CIBE001,Bundle-Ether32,10.205.194.133/30,
SZM00N18CIBE002,Bundle-Ether31,10.205.194.137/30,
SZM00N18CIBE002,Bundle-Ether32,10.205.194.141/30,
CYN06113CIBE001,Bundle-Ether31,10.205.194.145/30,
CYN06113CIBE001,Bundle-Ether32,10.205.194.149/30,
CYN06113CIBE002,Bundle-Ether31,10.205.194.153/30,
CYN06113CIBE002,Bundle-Ether32,10.205.194.157/30,
MTPPXMTPCIBE001,Bundle-Ether31,10.205.194.161/30,
MTPPXMTPCIBE001,Bundle-Ether32,10.205.194.165/30,
MTPPXMTPCIBE002,Bundle-Ether31,10.205.194.169/30,
MTPPXMTPCIBE002,Bundle-Ether32,10.205.194.173/30,
LPNPXPPNCIBE001,Bundle-Ether31,10.205.194.177/30,
LPNPXPPNCIBE001,Bundle-Ether32,10.205.194.181/30,
LPNPXPPNCIBE002,Bundle-Ether31,10.205.194.185/30,
LPNPXPPNCIBE002,Bundle-Ether32,10.205.194.189/30,
LPNPXLPNCIBE001,Bundle-Ether31,10.205.194.193/30,
LPNPXLPNCIBE001,Bundle-Ether32,10.205.194.197/30,
LPNPXLPNCIBE002,Bundle-Ether31,10.205.194.201/30,
LPNPXLPNCIBE002,Bundle-Ether32,10.205.194.205/30,
TYSPXTYSCIBE001,Bundle-Ether31,10.205.194.209/30,
TYSPXTYSCIBE001,Bundle-Ether32,10.205.194.213/30,
TYSPXTYSCIBE002,Bundle-Ether31,10.205.194.217/30,
TYSPXTYSCIBE002,Bundle-Ether32,10.205.194.221/30,
CAUPX101CIBE001,Bundle-Ether31,10.205.194.225/30,
CAUPX101CIBE001,Bundle-Ether32,10.205.194.229/30,
CAUPX101CIBE002,Bundle-Ether31,10.205.194.233/30,
CAUPX101CIBE002,Bundle-Ether32,10.205.194.237/30,
TGTPXTGTCIBE001,Bundle-Ether31,10.205.194.241/30,
TGTPXTGTCIBE001,Bundle-Ether32,10.205.194.245/30,
TGTPXTGTCIBE002,Bundle-Ether31,10.205.194.249/30,
TGTPXTGTCIBE002,Bundle-Ether32,10.205.194.253/30,
S0014 PLDT LIPA PE1,Bundle-Ether31,10.205.195.1/30,
S0014 PLDT LIPA PE1,Bundle-Ether32,10.205.195.5/30,
S0014 PLDT LIPA PE2,Bundle-Ether31,10.205.195.9/30,
S0014 PLDT LIPA PE2,Bundle-Ether32,10.205.195.13/30,
DASPXDASCIBE001,Bundle-Ether31,10.205.195.17/30,
DASPXDASCIBE001,Bundle-Ether32,10.205.195.21/30,
DASPXDASCIBE002,Bundle-Ether31,10.205.195.25/30,
DASPXDASCIBE002,Bundle-Ether32,10.205.195.29/30,
SNO00C63CIBE001,Bundle-Ether31,10.205.195.33/30,
SNO00C63CIBE001,Bundle-Ether32,10.205.195.37/30,
SNO00C63CIBE002,Bundle-Ether31,10.205.195.41/30,
SNO00C63CIBE002,Bundle-Ether32,10.205.195.45/30,
DGPN3809CIBE001,Bundle-Ether33,10.205.195.49/30,
DGPN3809CIBE002,Bundle-Ether33,10.205.195.53/30,
CAB06118CIBE001,Bundle-Ether33,10.205.195.57/30,
CAB06118CIBE002,Bundle-Ether33,10.205.195.61/30,
BGO05352CIBE001,Bundle-Ether33,10.205.195.81/30,
BGO05352CIBE002,Bundle-Ether33,10.205.195.85/30,
CLAS3548CIBE001,Bundle-Ether33,10.205.195.89/30,
CLAS3548CIBE002,Bundle-Ether33,10.205.195.93/30,
NSBS0051CIBE001,Bundle-Ether33,10.205.195.97/30,
NSBS0051CIBE002,Bundle-Ether33,10.205.195.101/30,
SXLPXSXLCIBE001,Bundle-Ether33,10.205.195.105/30,
SXLPXSXLCIBE002,Bundle-Ether33,10.205.195.109/30,
CBY04106CIBE001,Bundle-Ether33,10.205.195.113/30,
CBY04106CIBE002,Bundle-Ether33,10.205.195.117/30,
CAUPX101CIBE001,Bundle-Ether10,10.205.193.141/30,
DASPXDASCIBE001,Bundle-Ether10,10.205.193.145/30,
LPNPXLPNCIBE001,Bundle-Ether10,10.205.193.149/30,
MTPPXMTPCIBE001,Bundle-Ether10,10.205.193.153/30,
LPNPXPPNCIBE001,Bundle-Ether10,10.205.197.77/30,
TGTPXTGTCIBE001,Bundle-Ether10,10.205.197.81/30,
TYSPXTYSCIBE001,Bundle-Ether10,10.205.197.85/30,
MCT00580CIBE001,Bundle-Ether10,10.205.197.89/30,
CYN06113CIBE001,Bundle-Ether10,10.205.198.93/30,
LIP00B01CIBE001,Bundle-Ether10,10.205.198.97/30,
SNO00C63CIBE001,Bundle-Ether10,10.205.198.101/30,
SZM00N18CIBE001,Bundle-Ether10,10.205.198.105/30,
S0014 PLDT LIPA PE1,Bundle-Ether10,10.205.198.109/30,
V93_PLDT-Sta. Cruz Lubao PE-1,Bundle-Ether10,10.205.198.113/30,
LAG00C18CICN001,Bundle-Ether100,10.205.224.33/30,
LAG00C18CICN001,Bundle-Ether101,10.205.224.37/30,
LAG00C18CICN002,Bundle-Ether100,10.205.224.41/30,
LAG00C18CICN002,Bundle-Ether101,10.205.224.45/30,
BTY00C15CICN001,Bundle-Ether100,10.205.224.161/30,
BTY00C15CICN001,Bundle-Ether101,10.205.224.165/30,
BTY00C15CICN002,Bundle-Ether100,10.205.224.169/30,
BTY00C15CICN002,Bundle-Ether101,10.205.224.173/30,
SNZ00536CICN001,Bundle-Ether100,10.205.224.177/30,
SNZ00536CICN001,Bundle-Ether101,10.205.224.181/30,
SNZ00536CICN002,Bundle-Ether100,10.205.224.185/30,
SNZ00536CICN002,Bundle-Ether101,10.205.224.189/30,
MXC00539CICN001,Bundle-Ether100,10.205.224.193/30,
MXC00539CICN001,Bundle-Ether101,10.205.224.197/30,
MXC00539CICN002,Bundle-Ether100,10.205.224.201/30,
MXC00539CICN002,Bundle-Ether101,10.205.224.205/30,
FLBPXFLBCICN001,Bundle-Ether100,10.205.224.209/30,
FLBPXFLBCICN001,Bundle-Ether101,10.205.224.213/30,
FLBPXFLBCICN002,Bundle-Ether100,10.205.224.217/30,
FLBPXFLBCICN002,Bundle-Ether101,10.205.224.221/30,
PLY00547CICN001,Bundle-Ether100,10.205.224.225/30,
PLY00547CICN001,Bundle-Ether101,10.205.224.229/30,
PLY00547CICN002,Bundle-Ether100,10.205.224.233/30,
PLY00547CICN002,Bundle-Ether101,10.205.224.237/30,
MNG00C43CICN001,Bundle-Ether100,10.205.224.241/30,
MNG00C43CICN001,Bundle-Ether101,10.205.224.245/30,
MNG00C43CICN002,Bundle-Ether100,10.205.224.249/30,
MNG00C43CICN002,Bundle-Ether101,10.205.224.253/30,
PRC00O66CICN001,Bundle-Ether100,10.205.226.49/30,
PRC00O66CICN001,Bundle-Ether101,10.205.226.53/30,
PRC00O66CICN002,Bundle-Ether100,10.205.226.57/30,
PRC00O66CICN002,Bundle-Ether101,10.205.226.61/30,
CMLPXCMLCICN001,Bundle-Ether100,10.205.226.161/30,
CMLPXCMLCICN001,Bundle-Ether101,10.205.226.165/30,
CMLPXCMLCICN002,Bundle-Ether100,10.205.226.169/30,
CMLPXCMLCICN002,Bundle-Ether101,10.205.226.173/30,
PQIPXPQICICN001,Bundle-Ether100,10.205.226.177/30,
PQIPXPQICICN001,Bundle-Ether101,10.205.226.181/30,
PQIPXPQICICN002,Bundle-Ether100,10.205.226.185/30,
PQIPXPQICICN002,Bundle-Ether101,10.205.226.189/30,
SJN00546CICN001,Bundle-Ether100,10.205.226.209/30,
SJN00546CICN001,Bundle-Ether101,10.205.226.221/30,
SJN00546CICN002,Bundle-Ether100,10.205.226.241/30,
SJN00546CICN002,Bundle-Ether101,10.205.226.245/30,
ORI00590CICN001,Bundle-Ether100,10.205.226.249/30,
ORI00590CICN001,Bundle-Ether101,10.205.226.253/30,
ORI00590CICN002,Bundle-Ether100,10.205.227.1/30,
ORI00590CICN002,Bundle-Ether101,10.205.227.5/30,
PWG00Y37CICN001,Bundle-Ether100,10.205.227.9/30,
PWG00Y37CICN001,Bundle-Ether101,10.205.227.13/30,
PWG00Y37CICN002,Bundle-Ether100,10.205.227.113/30,
PWG00Y37CICN002,Bundle-Ether101,10.205.227.117/30,
ASI00C10CICN001,Bundle-Ether100,10.205.227.121/30,
ASI00C10CICN001,Bundle-Ether101,10.205.227.125/30,
ASI00C10CICN002,Bundle-Ether100,10.205.227.145/30,
ASI00C10CICN002,Bundle-Ether101,10.205.227.149/30,
BOAPX201CICN001,Bundle-Ether100,10.205.227.153/30,
BOAPX201CICN001,Bundle-Ether101,10.205.227.157/30,
BOAPX201CICN002,Bundle-Ether100,10.205.230.129/30,
BOAPX201CICN002,Bundle-Ether101,10.205.230.133/30,
URD00C01CICN001,Bundle-Ether100,10.205.230.137/30,
URD00C01CICN001,Bundle-Ether101,10.205.230.141/30,
URD00C01CICN002,Bundle-Ether100,10.205.230.145/30,
URD00C01CICN002,Bundle-Ether101,10.205.230.149/30,
VALPXVALCICN001,Bundle-Ether100,10.205.230.153/30,
VALPXVALCICN001,Bundle-Ether101,10.205.230.157/30,
VALPXVALCICN002,Bundle-Ether100,10.205.230.161/30,
VALPXVALCICN002,Bundle-Ether101,10.205.230.165/30,
MDF00C05CICN001,Bundle-Ether100,10.205.230.169/30,
MDF00C05CICN001,Bundle-Ether101,10.205.230.173/30,
MDF00C05CICN002,Bundle-Ether100,10.205.230.177/30,
MDF00C05CICN002,Bundle-Ether101,10.205.230.181/30,
TRC00N26CICN001,Bundle-Ether100,10.205.230.185/30,
TRC00N26CICN001,Bundle-Ether101,10.205.230.189/30,
TRC00N26CICN002,Bundle-Ether100,10.205.231.233/30,
TRC00N26CICN002,Bundle-Ether101,10.205.231.237/30,
CAPPXCAPCICN001,Bundle-Ether100,10.205.231.241/30,
CAPPXCAPCICN001,Bundle-Ether101,10.205.231.245/30,
CAPPXCAPCICN002,Bundle-Ether100,10.205.231.249/30,
CAPPXCAPCICN002,Bundle-Ether101,10.205.231.253/30,
TRC00587CICN001,Bundle-Ether100,10.205.232.1/30,
TRC00587CICN001,Bundle-Ether101,10.205.232.5/30,
TRC00587CICN002,Bundle-Ether100,10.205.232.9/30,
TRC00587CICN002,Bundle-Ether101,10.205.232.13/30,
CON00O39CICN001,Bundle-Ether100,10.205.232.17/30,
CON00O39CICN001,Bundle-Ether101,10.205.232.21/30,
CON00O39CICN002,Bundle-Ether100,10.205.232.25/30,
CON00O39CICN002,Bundle-Ether101,10.205.232.29/30,
LUC00B40CICN01,Bundle-Ether100,10.205.232.33/30,
LUC00B40CICN01,Bundle-Ether101,10.205.232.37/30,
LUC00B40CICN02,Bundle-Ether100,10.205.232.41/30,
LUC00B40CICN02,Bundle-Ether101,10.205.232.45/30,
LIPS0014CICN001,Bundle-Ether100,10.205.232.49/30,
LIPS0014CICN001,Bundle-Ether103,10.205.232.53/30,
LIPS0014CICN002,Bundle-Ether100,10.205.232.57/30,
LIPS0014CICN002,Bundle-Ether103,10.205.232.61/30,
SNL04141CICN001,Bundle-Ether100,10.205.232.65/30,
SNL04141CICN001,Bundle-Ether101,10.205.232.69/30,
SNL04141CICN002,Bundle-Ether100,10.205.232.73/30,
SNL04141CICN002,Bundle-Ether101,10.205.232.77/30,
IFA04709CICN001,Bundle-Ether100,10.205.232.81/30,
IFA04709CICN001,Bundle-Ether101,10.205.232.85/30,
IFA04709CICN002,Bundle-Ether100,10.205.232.89/30,
IFA04709CICN002,Bundle-Ether101,10.205.232.93/30,
TGT00610CICN001,Bundle-Ether100,10.205.232.97/30,
TGT00610CICN001,Bundle-Ether102,10.205.232.101/30,
TGT00610CICN002,Bundle-Ether100,10.205.232.105/30,
TGT00610CICN002,Bundle-Ether101,10.205.232.109/30,
PBL00Q47CICN001,Bundle-Ether100,10.205.232.113/30,
PBL00Q47CICN001,Bundle-Ether101,10.205.232.117/30,
PBL00Q47CICN002,Bundle-Ether100,10.205.232.121/30,
PBL00Q47CICN002,Bundle-Ether101,10.205.232.125/30,
ILA00C31CICU001,Bundle-Ether100,10.205.232.129/30,
ILA00C31CICU001,Bundle-Ether101,10.205.232.133/30,
ILA00C31CICU002,Bundle-Ether100,10.205.232.137/30,
ILA00C31CICU002,Bundle-Ether101,10.205.232.141/30,
ALF00634CICN001,Bundle-Ether100,10.205.232.145/30,
ALF00634CICN001,Bundle-Ether101,10.205.232.149/30,
ALF00634CICN002,Bundle-Ether100,10.205.232.153/30,
ALF00634CICN002,Bundle-Ether101,10.205.232.157/30,
RSC00615CICN001,Bundle-Ether100,10.205.234.177/30,2405:b800:1:2000::150/127
RSC00615CICN001,Bundle-Ether101,10.205.234.181/30,2405:b800:1:2000::152/127
RSC00615CICN002,Bundle-Ether100,10.205.234.185/30,2405:b800:1:2000::154/127
RSC00615CICN002,Bundle-Ether101,10.205.234.189/30,2405:b800:1:2000::156/127
KAWS0016CIBE001,Bundle-Ether114,10.205.234.178/30,2405:b800:1:2000::151/127
KAWS0016CIBE002,Bundle-Ether114,10.205.234.182/30,2405:b800:1:2000::153/127
KAWS0016CIBE002,Bundle-Ether115,10.205.234.186/30,2405:b800:1:2000::155/127
KAWS0016CIBE001,Bundle-Ether115,10.205.234.190/30,2405:b800:1:2000::157/127
AOO00C08CICN01,Bundle-Ether100,10.205.232.161/30,
AOO00C08CICN01,Bundle-Ether101,10.205.232.165/30,
AOO00C08CICN02,Bundle-Ether100,10.205.232.169/30,
AOO00C08CICN02,Bundle-Ether101,10.205.232.173/30,
TIA00B54CICN001,Bundle-Ether100,10.205.232.177/30,
TIA00B54CICN001,Bundle-Ether101,10.205.232.181/30,
TIA00B54CICN002,Bundle-Ether100,10.205.232.185/30,
TIA00B54CICN002,Bundle-Ether101,10.205.233.109/30,
CUR00C80CICN001,Bundle-Ether100,10.205.233.113/30,
CUR00C80CICN001,Bundle-Ether101,10.205.233.117/30,
CUR00C80CICN002,Bundle-Ether100,10.205.233.121/30,
CUR00C80CICN002,Bundle-Ether101,10.205.233.125/30,
BAB00B90CICN001,Bundle-Ether100,10.205.233.129/30,
BAB00B90CICN001,Bundle-Ether101,10.205.233.133/30,
BAB00B90CICN002,Bundle-Ether100,10.205.233.137/30,
BAB00B90CICN002,Bundle-Ether101,10.205.233.141/30,
PLDT SAN JOSE DN 1,Bundle-Ether100,10.205.233.145/30,
PLDT SAN JOSE DN 1,Bundle-Ether101,10.205.233.149/30,
PLDT SAN JOSE DN 2,Bundle-Ether100,10.205.233.153/30,
PLDT SAN JOSE DN 2,Bundle-Ether101,10.205.233.157/30,
BABPXBABCICN001,Bundle-Ether100,10.205.233.161/30,
BABPXBABCICN001,Bundle-Ether101,10.205.233.165/30,
BABPXBABCICN002,Bundle-Ether100,10.205.233.169/30,
BABPXBABCICN002,Bundle-Ether101,10.205.233.173/30,
SPLPXSPLCICN001,Bundle-Ether100,10.205.233.177/30,
SPLPXSPLCICN001,Bundle-Ether101,10.205.233.181/30,
SPLPXSPLCICN002,Bundle-Ether100,10.205.233.185/30,
SPLPXSPLCICN002,Bundle-Ether101,10.205.233.189/30,
LBSPXLBSCICN001,Bundle-Ether100,10.205.233.193/30,
LBSPXLBSCICN001,Bundle-Ether101,10.205.233.197/30,
LBSPXLBSCICN002,Bundle-Ether100,10.205.233.201/30,
LBSPXLBSCICN002,Bundle-Ether101,10.205.233.205/30,
PBS00Q85CICN001,Bundle-Ether100,10.205.233.209/30,
PBS00Q85CICN001,Bundle-Ether101,10.205.233.213/30,
PBS00Q85CICN002,Bundle-Ether100,10.205.233.217/30,
PBS00Q85CICN002,Bundle-Ether101,10.205.233.221/30,
GMC00B43CICN001,Bundle-Ether100,10.205.233.225/30,
GMC00B43CICN001,Bundle-Ether101,10.205.233.229/30,
GMC00B43CICN002,Bundle-Ether100,10.205.233.233/30,
GMC00B43CICN002,Bundle-Ether101,10.205.233.237/30,
