hostname,interface,description,vlan
PRQG0049CICU001,Bundle-Ether10002.2059,NPQHUOL002 DHCP Volume Based,2059
PRQG0049CICU001,Bundle-Ether10003.1025,NPQHUOL003 IPTV DHCP,1025
PRQG0049CICU001,Bundle-Ether10003.1039,NPQHUOL003 DHCP Public IP,1039
PRQG0049CICU001,Bundle-Ether10003.2024,NPQHUOL003 FTTH RTP,2024
PRQG0049CICU001,Bundle-Ether10003.2030,NPQHUOL003 DHCP,2030
PRQG0049CICU001,Bundle-Ether10003.2050,NPQHUOL003 PPPoE,2050
PRQG0049CICU001,Bundle-Ether10003.2059,NPQHUOL003 DHCP Volume Based,2059
PRQG0049CICU001,Bundle-Ether10004.1025,NPQHUOL001 IPTV DHCP,1025
PRQG0049CICU001,Bundle-Ether10004.1039,NPQHUOL001 DHCP Public IP,1039
PRQG0049CICU001,Bundle-Ether10004.1105,"PID1-13ZCN2N_SILVERWIND ALLOY CASTINGS, INC._I-GATE_8M",1105
PRQG0049CICU001,Bundle-Ether10004.1113,WORKLINK SERVICES INC._PID1-1AWIE6W_I-GATE_6M,1113
PRQG0049CICU001,Bundle-Ether10004.1117,WORKLINK SERVICES INC._PID1-1AWHWV2_I-GATE_6M,1117
PRQG0049CICU001,Bundle-Ether10004.1118,DAIKAI PHILIPPINES CORPORATION_PID1-16ZMGO1_I-GATE_6M,1118
PRQG0049CICU001,Bundle-Ether10004.1121,BNM CONTENT SOLUTIONS (PHILIPPINES) CORP._PID1-1A3L30W_I-GATE BOD_20M,1121
PRQG0049CICU001,Bundle-Ether10004.2024,NPQHUOL001 FTTH RTP,2024
PRQG0049CICU001,Bundle-Ether10004.2030,NPQHUOL001 DHCP,2030
PRQG0049CICU001,Bundle-Ether10004.2050,NPQHUOL001 PPPoE,2050
PRQG0049CICU001,Bundle-Ether10004.2059,NPQHUOL001 DHCP Volume Based,2059
PRQG0049CICU001,Bundle-Ether10004.2102,"SPX PHILIPPINES, INC_PID1-1BMTN1T_I-GATE PREMIUM_70M",2102
PRQG0049CICU001,Bundle-Ether10004.2105,PH GLOBAL JET EXPRESS INC_PID1-1BPWBOG_I-GATE_100M,2105
PRQG0049CICU001,Bundle-Ether10004.2106,"ONE STOP WAREHOUSING SOLUTIONS, INC._PID1-1C1C93V_30M",2106
PRQG0049CICU001,Bundle-Ether10004.2107,PID1-1CA1WBZ_VIVANTI EXECUTIVE ADVANTAGE INCORPORATED_IGATE_80M,2107
PRQG0049CICU001,Bundle-Ether10005.1024,NPQFEOL001 FTTH DHCP,1024
PRQG0049CICU001,Bundle-Ether10005.1025,IPTV DHCP NorthParanaque,1025
PRQG0049CICU001,Bundle-Ether10005.1030,NPQFEOL001 FTTH DHCP,1030
PRQG0049CICU001,Bundle-Ether10005.1035,NPQFEOL001 Prepaid FTTH DHCP,1035
PRQG0049CICU001,Bundle-Ether10005.1039,NPQFEOL001 FTTH DHCP Public IP,1039
PRQG0049CICU001,Bundle-Ether10005.1050,NPQFEOL001 FTTH PPPoE,1050
PRQG0049CICU001,Bundle-Ether10005.1059,NPQFEOL001 FTTH DHCP Volume Based,1059
PRQG0049CICU001,Bundle-Ether10005.1069,NPQFEOL002 FTTH DHCP,1069
PRQG0049CICU001,Bundle-Ether10005.1114,SMART COMMUNICATIONS INC._PID1-WD43AI_I-GATE BOD_50M,1114
PRQG0049CICU001,Bundle-Ether10005.1170,"UHBI-PARANAQUE DOCTORS HOSPITAL, INC._PID1-16K1WC4_I-GATE_30M",1170
PRQG0049CICU001,Bundle-Ether10005.1172,SMART COMMUNICATIONS INC._PID1-17U1KYI_I-GATE BOD_50M,1172
PRQG0049CICU001,TenGigE0/0/1/10.501,PAT test,501
PRQG0049CICU001,TenGigE0/0/1/10.3001,Perf-test,3001
PRQG0049CICU001,TenGigE0/0/1/11.1001,to LCN ASBR1 traffic huling BE44 DF loop,501
PRQG0049CICU001,TenGigE0/0/1/11.3120,to LCN ASBR1 traffic hauling BE44 perf-test,3001
OLGPXOLGCICU001,Bundle-Ether1001.102,PID1-16V7I2N_PHILIPPINE GLOBAL COMMUNICATIONS INC._I-GATE PREMIUM_50M,102
OLGPXOLGCICU001,Bundle-Ether1001.103,PID1-173BN91_SMART COMMUNICATIONS INC._I-GATE BOD_100M_CASCADED,103
OLGPXOLGCICU001,Bundle-Ether10001.1021,IPR30903_FTTH_VoIP_Prod_OLPFEOL001 FTTH RTP,1021
OLGPXOLGCICU001,Bundle-Ether10001.1024,IPR30903_FTTH_VoIP_Prod_OLPFEOL001FTTH RTP,1024
OLGPXOLGCICU001,Bundle-Ether10001.1025,IPR30076_IPTV_OLPFEOL001 IPTV DHCP,1025
OLGPXOLGCICU001,Bundle-Ether10001.1030,OLGPXOLGCICU001_OLPFEOL001_FTTH_DHCP,1030
OLGPXOLGCICU001,Bundle-Ether10001.1035,OLGPXOLGCICU001_Prepaid_FTTH_DHCP,1035
OLGPXOLGCICU001,Bundle-Ether10001.1039,OLGPXOLGCICU001_FTTH_DHCP_Public_IP,1039
OLGPXOLGCICU001,Bundle-Ether10001.1050,OLGPXOLGCICU001_OLPFEOL001_FTTH_PPPoE,1050
OLGPXOLGCICU001,Bundle-Ether10001.1059,OLGPXOLGCICU001_FTTH_DHCP_Volume_Based,1059
OLGPXOLGCICU001,Bundle-Ether10001.1108,PID1-113VFQK_BUREAU OF JAIL MANAGEMENT AND PENOLOGY_IGATE FTTH_5M,1108
OLGPXOLGCICU001,Bundle-Ether10001.1109,PID1-113VFWQ_BUREAU OF JAIL MANAGEMENT AND PENOLOGY_IGATE FTTH_7M,1109
OLGPXOLGCICU001,Bundle-Ether10001.1110,PID1-11ASVHD_SMART COMMUNICATIONS INC._IGATE BOD_100M,1110
OLGPXOLGCICU001,Bundle-Ether10002.1025,IPR30076_IPTV_OLPHUOL001 IPTV DHCP,1025
OLGPXOLGCICU001,Bundle-Ether10002.1039,OLPHUOL001_FTTH_DHCP_Public_IP_1,1039
OLGPXOLGCICU001,Bundle-Ether10002.1059,OLPHUOL001_FTTH_DHCP_Volume_Based,1059
OLGPXOLGCICU001,Bundle-Ether10002.1110,PID1-15PRHRL_SMART COMMUNICATIONS INC._I-GATE BOD_2M,1110
OLGPXOLGCICU001,Bundle-Ether10002.1113,SMART COMMUNICATIONS INC._PID1-12Z8UET_I-GATE BOD_100M,1113
OLGPXOLGCICU001,Bundle-Ether10002.1118,SMART COMMUNICATIONS INC._PID1-16DT7CO_I-GATE BOD_100M,1118
OLGPXOLGCICU001,Bundle-Ether10002.1146,IONE RESOURCES INC.-GOVERNMENT ACCOUNTS_PID1-19FOME9_I-GATE_10M,1146
OLGPXOLGCICU001,Bundle-Ether10002.2024,IPR30903_FTTH_VoIP_Prod_OLPHUOL001 FTTH RTP,2024
OLGPXOLGCICU001,Bundle-Ether10002.2030,OLPHUOL001_FTTH_DHCP_,2030
OLGPXOLGCICU001,Bundle-Ether10002.2035,OLPHUOL001_Prepaid_FTTH_DHCP,2035
OLGPXOLGCICU001,Bundle-Ether10002.2050,OLPHUOL001_FTTH_PPPoE,2050
OLGPXOLGCICU001,Bundle-Ether10002.2059,OLPHUOL001_FTTH_DHCP_Volume_Based,2059
OLGPXOLGCICU001,Bundle-Ether10002.2105,"SPX PHILIPPINES, INC_PID1-1BW7CT5_I-GATE PREMIUM_15M",2105
OLGPXOLGCICU001,Bundle-Ether10003.1025,SBCHUOL001 IPTV DHCP,1025
OLGPXOLGCICU001,Bundle-Ether10003.1039,OLGPXOLGCICU001 FTTH DHCP Public IP,1039
OLGPXOLGCICU001,Bundle-Ether10003.2024,SBCHUOL001 FTTH RTP,2024
OLGPXOLGCICU001,Bundle-Ether10003.2030,SBCHUOL001 FTTH DHCP,2030
OLGPXOLGCICU001,Bundle-Ether10003.2035,OLGPXOLGCICU001 Prepaid FTTH DHCP,2035
OLGPXOLGCICU001,Bundle-Ether10003.2050,SBCHUOL001 FTTH PPPoE,2050
OLGPXOLGCICU001,Bundle-Ether10003.2059,OLGPXOLGCICU001 FTTH DHCP Volume Based,2059
OLGPXOLGCICU001,Bundle-Ether10004.1025,OLPHUOL002 IPTV DHCP,1025
OLGPXOLGCICU001,Bundle-Ether10004.1039,OLGPXOLGCICU001 FTTH DHCP Public IP,1039
OLGPXOLGCICU001,Bundle-Ether10004.1105,SMART COMMUNICATIONS INC._PID1-YNTBQH_I-GATE BOD_100M,1105
OLGPXOLGCICU001,Bundle-Ether10004.2024,OLPHUOL002 FTTH RTP,2024
OLGPXOLGCICU001,Bundle-Ether10004.2030,OLPHUOL002 FTTH DHCP,2030
OLGPXOLGCICU001,Bundle-Ether10004.2035,OLGPXOLGCICU001 Prepaid FTTH DHCP,2035
OLGPXOLGCICU001,Bundle-Ether10004.2050,OLPHUOL002 FTTH PPPoE,2050
OLGPXOLGCICU001,Bundle-Ether10004.2059,OLGPXOLGCICU001 FTTH DHCP Volume Based,2059
OLGPXOLGCICU001,TenGigE0/0/1/1.102,PID1-19UUUJV_ASIAN VISION CABLE HOLDINGS_METRO E-LINE_4M,102
BATS0002CIBE002,Bundle-Ether1001.102,TI98-012017-30560_1-194X2PO_150,102
PRQPXPRQCIBE002,Bundle-Ether65534.3072,s1_p1,3072
CLA00633CICU001,Bundle-Ether1013.101,PID1-15MEI63_Techlog Center Philippines_METRO E-WAN_1500M,101
CLA00633CICU001,Bundle-Ether5002.530,CLAFEAG021_VDSL_DHCP,530
CLA00633CICU001,Bundle-Ether5002.539,CLAFEAG021_DSL_VOLM,539
CLA00633CICU001,Bundle-Ether5002.540,CLAFEAG021_ADSL_DHCP,540
CLA00633CICU001,Bundle-Ether5002.550,CLAFEAG021_DSL_PPPoE,550
CLA00633CICU001,Bundle-Ether5002.1025,CLAFEAG021 DSL IPTV DHCP,1025
CLA00633CICU001,Bundle-Ether5002.1621,CLAFEAG021_DSL_PUBLIC_IP,1621
CLA00633CICU001,Bundle-Ether5002.3997,CLAFEAG021_VDSL_PREPAID_DHCP,3997
CLA00633CICU001,Bundle-Ether5004.530,CLAFEAG003_VDSL_DHCP,530
CLA00633CICU001,Bundle-Ether5004.539,CLAFEAG003_DSL_VOLM,539
CLA00633CICU001,Bundle-Ether5004.540,CLAFEAG003_ADSL_DHCP,540
CLA00633CICU001,Bundle-Ether5004.550,CLAFEAG003_DSL_PPoE,550
CLA00633CICU001,Bundle-Ether5004.1024,CLAFEAG003 FTTH RTP,1024
CLA00633CICU001,Bundle-Ether5004.1025,CLAFEAG003 DSL IPTV DHCP,1025
CLA00633CICU001,Bundle-Ether5004.1029,CLAFEAG003_FTTH_VOLM_DHCP,1029
CLA00633CICU001,Bundle-Ether5004.1030,CLAFEAG003_FTTH_DHCP,1030
CLA00633CICU001,Bundle-Ether5004.1621,CLAFEAG003_DSL_PUBLIC_IP,1621
CLA00633CICU001,Bundle-Ether5004.3997,CLAFEAG003_VDSL_Prepaid_DHCP,3997
CLA00633CICU001,Bundle-Ether5005.530,CLA00633CICU001_CLAFEAG014_VDSL_DHCP_CON,530
CLA00633CICU001,Bundle-Ether5005.539,CLA00633CICU001_CLAFEAG014_DSL_VOLM,539
CLA00633CICU001,Bundle-Ether5005.540,CLA00633CICU001_CLAFEAG014_ADSL_DHCP_CON,540
CLA00633CICU001,Bundle-Ether5005.550,CLA00633CICU001_CLAFEAG014_DSL_PPoE,550
CLA00633CICU001,Bundle-Ether5005.1025,CLAFEAG014 DSL IPTV DHCP,1025
CLA00633CICU001,Bundle-Ether5005.1621,CLA00633CICU001_CLAFEAG014_DSL_PUBLIC_IP,1621
CLA00633CICU001,Bundle-Ether5005.3997,CLA00633CICU001_CLAFEAG014_VDSL_Prepaid_DHCP,3997
CLA00633CICU001,Bundle-Ether5006.530,CLA00633CICU001_CLAFEAG008_VDSL_DHCP_CON,530
CLA00633CICU001,Bundle-Ether5006.539,CLA00633CICU001_CLAFEAG008_DSL_VOLM,539
CLA00633CICU001,Bundle-Ether5006.540,CLA00633CICU001_CLAFEAG008_ADSL_DHCP_CON,540
CLA00633CICU001,Bundle-Ether5006.550,CLA00633CICU001_CLAFEAG008_DSL_PPoE,550
CLA00633CICU001,Bundle-Ether5006.1025,CLAFEAG008 DSL IPTV DHCP,1025
CLA00633CICU001,Bundle-Ether5006.1621,CLA00633CICU001_CLAFEAG008_DSL_PUBLIC_IP,1621
CLA00633CICU001,Bundle-Ether5006.3997,CLA00633CICU001_CLAFEAG008_VDSL_Prepaid_DHCP,3997
CLA00633CICU001,Bundle-Ether10001.1020,CLAFEOL001 FTTH RTP,1020
CLA00633CICU001,Bundle-Ether10001.1024,CLAFEOL001 FTTH RTP,1024
CLA00633CICU001,Bundle-Ether10001.1025,CLAFEOL001 IPTV DHCP,1025
CLA00633CICU001,Bundle-Ether10001.1030,CLAFEOL001 FTTH DHCP,1030
CLA00633CICU001,Bundle-Ether10001.1035,CLAFEOL001 Prepaid FTTH DHCP,1035
CLA00633CICU001,Bundle-Ether10001.1039,CLAFEOL001  FTTH DHCP Public IP,1039
CLA00633CICU001,Bundle-Ether10001.1050,CLAFEOL001 FTTH PPPoE,1050
CLA00633CICU001,Bundle-Ether10001.1059,CLAFEOL001 FTTH DHCP Volume Based,1059
CLA00633CICU001,Bundle-Ether10001.1120,SSNDC08-112020-39278_SR. STO. NINO DE CEBU RESOURCES & DEV. CORP._PID1-1BRHDUA_I-GATE DIRECT_10M,1120
CLA00633CICU001,Bundle-Ether10002.1024,CLAFEOL002 FTTH RTP,1024
CLA00633CICU001,Bundle-Ether10002.1025,CLAFEOL002 IPTV DHCP,1025
CLA00633CICU001,Bundle-Ether10002.1030,CLAFEOL002 FTTH DHCP,1030
CLA00633CICU001,Bundle-Ether10002.1035,CLAFEOL002 Prepaid FTTH DHCP,1035
CLA00633CICU001,Bundle-Ether10002.1039,CLAFEOL002 FTTH DHCP Public IP,1039
CLA00633CICU001,Bundle-Ether10002.1050,CLAFEOL002 FTTH PPPoE,1050
CLA00633CICU001,Bundle-Ether10002.1059,CLAFEOL002 FTTH DHCP Volume Based,1059
CLA00633CICU001,Bundle-Ether10002.1102,UNILEVER PHILS. INC._PID1-1AOZDD8_I-GATE PREMIUM_50M,1102
CLA00633CICU001,Bundle-Ether10002.1105,SMART COMMUNICATIONS INC._PID1-15PQ0CV_I-GATE BOD_100M,1105
CLA00633CICU001,Bundle-Ether10003.1024,CLAFEOL003 FTTH RTP,1024
CLA00633CICU001,Bundle-Ether10003.1025,CLAFEOL003 IPTV DHCP,1025
CLA00633CICU001,Bundle-Ether10003.1030,CLAFEOL003 FTTH DHCP,1030
CLA00633CICU001,Bundle-Ether10003.1035,CLAFEOL003 Prepaid FTTH DHCP,1035
CLA00633CICU001,Bundle-Ether10003.1039,CLAFEOL003 FTTH DHCP Public IP,1039
CLA00633CICU001,Bundle-Ether10003.1050,CLAFEOL003 FTTH PPPoE,1050
CLA00633CICU001,Bundle-Ether10003.1059,CLAFEOL003 FTTH DHCP Volume Based,1059
CLA00633CICU001,Bundle-Ether10003.1102,PID1-11M38HI_IONICS EMS INC._I-GATE_10M,1102
CLA00633CICU001,Bundle-Ether10003.1111,PID1-1CEQ3P0_JT INTL. (PHILS.) INC._I-GATE FTTH_12M,1111
CLA00633CICU001,Bundle-Ether10003.1112,PID1-11B1WGT_SMART COMMUNICATIONS INC._I-GATE BOD_100M,1112
CLA00633CICU001,Bundle-Ether10003.1119,PID1-123ZWM5_SMART COMMUNICATIONS INC._I-GATE BOD_100M,1119
CLA00633CICU001,Bundle-Ether10003.1127,SMART COMMUNICATIONS INC._PID1-15PPAAL_I-GATE BOD_100M,1127
CLA00633CICU001,Bundle-Ether10003.1130,SMART COMMUNICATIONS INC._PID1-12QMIH6_I-GATE BOD_200M,1130
CLA00633CICU001,Bundle-Ether10003.1138,"FORGEMS MARKETING COMPANY, INC._PID1-198MY3M_BRAINS IPVPN-LL_30M",1138
CLA00633CICU001,Bundle-Ether10003.1141,PHILIPPINE GLOBAL COMMUNICATIONS INC._PID1-19MPY2F_IGATE FTTH_20M,1141
CLA00633CICU001,Bundle-Ether10003.1142,S.P. MADRID & ASSOCIATES_PID1-1A21GT0_I-GATE PREMIUM_10M,1142
CLA00633CICU001,Bundle-Ether10003.1143,DICT LAGUNA_PID1-1A8KDOT_I-GATE DIRECT_10M,1143
CLA00633CICU001,Bundle-Ether10003.1146,GOKONGWEI_PID1-1AEV3C2_I-GATE PREMIUM_10M,1146
CLA00633CICU001,Bundle-Ether10003.1147,101 SUPPLY CHAIN SOLUTIONS INC._PID1-1ASNG4R_I-GATE PREMIUM_12M,1147
CLA00633CICU001,Bundle-Ether10003.1152,CIMATECH_PID1-1BYFVWU_I-GATE PREMIUM_20M,1152
CLA00633CICU001,Bundle-Ether10003.1156,HERBALIFE INTL PH INC_PID1-1C794AY_I-GATE PREMIUM_20M,1156
CLA00633CICU001,Bundle-Ether10003.1163,AEIOUS WIRELESS INTERNET SERVICES_PID1-1CSG5NL_IGATE_50M,1163
CLA00633CICU001,Bundle-Ether10004.1024,CLAFEOL004 FTTH RTP,1024
CLA00633CICU001,Bundle-Ether10004.1025,CLAFEOL004 IPTV DHCP,1025
CLA00633CICU001,Bundle-Ether10004.1030,CLAFEOL004 FTTH DHCP,1030
CLA00633CICU001,Bundle-Ether10004.1035,CLAFEOL004 Prepaid FTTH DHCP,1035
CLA00633CICU001,Bundle-Ether10004.1039,CLAFEOL004 FTTH DHCP Public IP,1039
CLA00633CICU001,Bundle-Ether10004.1050,CLAFEOL004 FTTH PPPoE,1050
CLA00633CICU001,Bundle-Ether10004.1059,CLAFEOL004 FTTH DHCP Volume Based,1059
CLA00633CICU001,Bundle-Ether10004.1103,PID1-169WWM9_SMART COMMUNICATIONS INC._I-GATE BOD_200M,1103
CLA00633CICU001,Bundle-Ether10004.1104,PID1-18UIZQE_SMART COMMUNICATIONS INC._I-GATE BOD_200M,1104
CLA00633CICU001,Bundle-Ether10004.1105,PID1-173UPOR_NALCO PHILIPPINES INC._I-GATE_2M,1105
CLA00633CICU001,Bundle-Ether10004.1113,"WUHAN FIBERHOME INTERNATIONAL TECHNOLOGIES PHILS., INC._PID1-17UX3O2_I-GATE_20M",1113
CLA00633CICU001,Bundle-Ether10004.1117,AVENTUS MEDICAL CARE INC._PID1-18B3X9R_I-GATE_10M,1117
CLA00633CICU001,Bundle-Ether10004.1120,SMART COMMUNICATIONS INC._PID1-12QMICM_I-GATE BOD_100M,1120
CLA00633CICU001,Bundle-Ether10004.1125,SMART COMMUNICATIONS INC._PID1-1AKGTUD_IGATE BOD_100M,1125
CLA00633CICU001,Bundle-Ether10004.1142,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY  LAGUNA_PID1-1A6J7AB_IGATE DIRECT_10M,1142
CLA00633CICU001,Bundle-Ether10004.1148,RUZZEL AND JAY SARI-SARI STORE_PID1-1AMMBLD_I-GATE PREMIUM_20M,1148
CLA00633CICU001,Bundle-Ether10004.1150,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY - LAGUNA_PID1-1A8K3CO_IGATE DIRECT_10M,1150
CLA00633CICU001,Bundle-Ether10004.1161,SMART COMMUNICATIONS INC._PID1-185FSZU_I-GATE BOD_100M,1161
CLA00633CICU001,Bundle-Ether10004.1166,"Ricoh, Inc._PID104684661_I-GATE PREMIUM_20M",1166
CLA00633CICU001,Bundle-Ether10005.1024,CLAFEOL005 FTTH RTP,1024
CLA00633CICU001,Bundle-Ether10005.1025,CLAFEOL005 IPTV DHCP,1025
CLA00633CICU001,Bundle-Ether10005.1030,CLAFEOL005 FTTH DHCP,1030
CLA00633CICU001,Bundle-Ether10005.1035,CLAFEOL005 Prepaid FTTH DHCP,1035
CLA00633CICU001,Bundle-Ether10005.1039,CLAFEOL005 FTTH DHCP Public IP,1039
CLA00633CICU001,Bundle-Ether10005.1050,CLAFEOL005 FTTH PPPoE,1050
CLA00633CICU001,Bundle-Ether10005.1059,CLAFEOL005 FTTH DHCP Volume Based,1059
CLA00633CICU001,Bundle-Ether10005.1101,SMART COMMUNICATIONS INC._PID1-12QMIIM_I-GATE BOD_100M,1101
CLA00633CICU001,Bundle-Ether10005.1102,MIYOSHI TECHNOLOGIES_PID1-1BVRZ6Z_I-GATE BOD_60M,1102
CLA00633CICU001,Bundle-Ether10006.1024,CLAFEOL006 FTTH RTP,1024
CLA00633CICU001,Bundle-Ether10006.1025,CLAFEOL006 IPTV DHCP,1025
CLA00633CICU001,Bundle-Ether10006.1030,CLAFEOL006 FTTH DHCP,1030
CLA00633CICU001,Bundle-Ether10006.1035,CLAFEOL006 Prepaid FTTH DHCP,1035
CLA00633CICU001,Bundle-Ether10006.1039,CLAFEOL006 FTTH DHCP Public IP,1039
CLA00633CICU001,Bundle-Ether10006.1050,CLAFEOL006 FTTH PPPoE,1050
CLA00633CICU001,Bundle-Ether10006.1059,CLAFEOL006 FTTH DHCP Volume Based,1059
CLA00633CICU001,Bundle-Ether50000.101,Techlog Center Philippines_PID1-15MEU6E_METRO E-WAN_1500M,101
SPC00E67CIRO002,Bundle-Ether33.2000,"PID1-17K8BTY_IP CONVERGE DATA SERVICES, INC._METRO E-WAN_8M",2000
SUB00527CICU001,Bundle-Ether1001.101,PIDNON_SID TC81-012020-08361_TATA COMMUNICATIONS INTL PTE LTD_METRO E-LINE_3000M,101
SUB00527CICU001,Bundle-Ether1003.102,PID1-19YGE0O_SUBICTEL_METRO E-WAN_500M AdvRecon,102
SUB00527CICU001,Bundle-Ether1004.101,PID1-17Q6CEP_BROADBAND BROADCAST SVCS PTE_LTD-PHIL BRANCH_METRO E-LINE_20M,101
SUB00527CICU001,Bundle-Ether1004.102,PID1-18GJC7Y_BROADBAND BROADCAST SVCS PTE_LTD-PHIL BRANCH_METRO E-LINE_1000M,102
SUB00527CICU001,Bundle-Ether1004.103,PID1-19VUV4I_BROADBAND BROADCAST SVCS PTE_LTD-PHIL BRANCH_METRO E-LINE_20M,103
SUB00527CICU001,Bundle-Ether1004.104,PID1-1BUARY8/MW01-012021-45072_VERIZON HK LTD_LOCAL ACCESS ETHERNT_2M,104
SUB00527CICU001,Bundle-Ether1005.101,PID1-1B3RRGR_QUEZON CATV INC_METRO E-LINE_10000M,101
SUB00527CICU001,Bundle-Ether10003.303,PID1-18QV548_WISTRON INFOCOMM (ACER INFORMATION PRODUCTS)_ISDN-PRI E1,303
SUB00527CICU001,Bundle-Ether10003.1024,IPR30903_FTTH_VoIP_Prod_SUBFEOL001 FTTH RTP,1024
SUB00527CICU001,Bundle-Ether10003.1025,IPR30076_IPTV_SUBFEOL001 IPTV DHCP,1025
SUB00527CICU001,Bundle-Ether10003.1030,SUBFEOL001_FTTH_DHCP,1030
SUB00527CICU001,Bundle-Ether10003.1035,SUB00527CICU001_Prepaid_FTTH_DHCP,1035
SUB00527CICU001,Bundle-Ether10003.1039,SUB00527CICU001_FTTH_DHCP_Public_IP,1039
SUB00527CICU001,Bundle-Ether10003.1050,SUBFEOL001_FTTH_PPPoE,1050
SUB00527CICU001,Bundle-Ether10003.1059,SUB00527CICU001_FTTH_DHCP_Volume_Based,1059
SUB00527CICU001,Bundle-Ether10003.1103,PID1-ZHZLWJ_SC08_I-GATE BOD_200M,1103
SUB00527CICU001,Bundle-Ether10003.1105,PID1-ZI06D6_SMART COMMUNICATIONS INC._IGATE BOD FTTH_200M,1105
SUB00527CICU001,Bundle-Ether10003.1143,SMART COMMUNICATIONS INC._PID1-17OKOEZ_I-GATE BOD_100M,1143
SUB00527CICU001,Bundle-Ether10003.1154,"SCHENKER PHILIPPINES, INC._PID1-18EV89W_I-GATE_10M",1154
SUB00527CICU001,Bundle-Ether10003.1162,LAMINAR AVIATION INC._PID104531601/SIDLAI127-022021-33386_I-GATE PREMIUM_20M,1162
SUB00527CICU001,Bundle-Ether10003.1168,PLDT (SG) PTE. LTD._PID1-1ADMJU0_I-GATE PREMIUM_100M,1168
SUB00527CICU001,Bundle-Ether10003.1185,SEAGAMES - DUATHLON_PIDIP___2019112476734_I-GATE_200M,1185
SUB00527CICU001,Bundle-Ether10003.1189,SMART COMMUNICATIONS INC._PID1-12Z8UDN_I-GATE BOD_100M,1189
SUB00527CICU001,Bundle-Ether10003.1191,"ABSOLUTE SERVICE, INC._PID1-1AWV8DI_I-GATE PREMIUM_16M",1191
SUB00527CICU001,Bundle-Ether10003.1194,PTT PHILIPPINES CORPORATION_PID1-1B3XCZE_I-GATE PREMIUM_30M,1194
SUB00527CICU001,Bundle-Ether10003.1196,SINGAPORE TELECOMMUNICATIONS LTD_SID_SP21-012020-57208_I-GATE PREMIUM_10M,1196
SUB00527CICU001,Bundle-Ether10003.1199,AUTOTEC AUTOMOTIVE TESTING AND EMISSION CENTER INC._PID1-1CBJSVM/AATEC01-022021-24529_I-GATE PREMIUM_6M,1199
SUB00527CICU001,Bundle-Ether10003.1200,FRONTIER WISH INTERNATIONAL LIMITED_PID104579124_I-GATE PREMIUM_30M,1200
SUB00527CICU001,Bundle-Ether10003.1201,DUNBRAE SUBIC INCORPORATED_PID1-1CPW5S6_I-GATE PREMIUM_100M,1201
SUB00527CICU001,Bundle-Ether10004.1024,SUBFEOL002 FTTH RTP,1024
SUB00527CICU001,Bundle-Ether10004.1025,SUBFEOL002 IPTV DHCP,1025
SUB00527CICU001,Bundle-Ether10004.1030,SUB00527CICU001_SUBFEOL002_CONS,1030
SUB00527CICU001,Bundle-Ether10004.1035,SUB00527CICU001_SUBFEOL002_PFCONS,1035
SUB00527CICU001,Bundle-Ether10004.1039,SUB00527CICU001_SUBFEOL002_FNAT,1039
SUB00527CICU001,Bundle-Ether10004.1050,SUB00527CICU001_SUBFEOL002_CORP,1050
SUB00527CICU001,Bundle-Ether10004.1059,SUB00527CICU001_SUBFEOL002_VOLM,1059
SUB00527CICU001,Bundle-Ether65534.3070,SID_PATY2D1_222_PID_PATY2D1_222,3070
PRQG0049CIBE002,Bundle-Ether36.700,PRQG0049CICU001_MSAN_ADSL_VOLM_DHCP,700
PRQG0049CIBE002,Bundle-Ether36.701,PRQG0049CICU001_MSAN_VDSL_VOLM_DHCP,701
PRQG0049CIBE002,Bundle-Ether36.708,CLA00633CICU001_MSAN_ADSL_VOLM_DHCP,708
PRQG0049CIBE002,Bundle-Ether36.709,BATS0002CICU001_MSAN_ADSL_VOLM_DHCP,709
PRQG0049CIBE002,Bundle-Ether36.710,LIPS1300CICU001_ADSL_VOLM,710
PRQG0049CIBE002,Bundle-Ether36.800,VOLM_NPQHUOL002,800
PRQG0049CIBE002,Bundle-Ether36.801,VOLM_NPQHUOL003,801
PRQG0049CIBE002,Bundle-Ether36.802,VOLM_NPQHUOL001,802
PRQG0049CIBE002,Bundle-Ether36.804,ALAHUOL002_VOLM,804
PRQG0049CIBE002,Bundle-Ether36.806,ALAFEOL002_VOLM,806
PRQG0049CIBE002,Bundle-Ether36.807,RSCFEOL001_VOLM,807
PRQG0049CIBE002,Bundle-Ether36.808,RSCFEOL002_VOLM,808
PRQG0049CIBE002,Bundle-Ether36.809,BNKFEOL003_VOLM,809
PRQG0049CIBE002,Bundle-Ether36.812,CLAFEOL001_VOLM,812
PRQG0049CIBE002,Bundle-Ether36.821,LBSS0059CICU001 FTTH DHCP VOLM_RID156033,821
PRQG0049CIBE002,Bundle-Ether36.822,BATS0002CICU001_OLT_VOLM,822
PRQG0049CIBE002,Bundle-Ether36.823,LIPS1300CICU001_OLT_VOLM,823
PRQG0049CIBE002,Bundle-Ether36.824,SUB00527CICU001_OLT_VOLM,824
PRQG0049CIBE002,Bundle-Ether36.825,PRQG0049CICU001 FTTH DHCP Volume Based,825
PRQG0049CIBE002,Bundle-Ether36.826,MTP00H22CICU001 FTTH DHCP Volume Based,826
